Name,Url,Authority,Started On,Finished On,License Number
"Think Faster, Talk Smarter: Master Impromptu Speaking",https://www.linkedin.com/learning/certificates/9b2f6d7aff2619c5586f63ce84e0cd8c5355d6bab6d21ff90333fbbccf481fc2,LinkedIn,Jun 2025,,
